village,nitrogen_-_high,nitrogen_-_medium,nitrogen_-_low,phosphorous_-_high,phosphorous_-_medium,phosphorous_-_low,potassium_-_high,potassium_-_medium,potassium_-_low,oc_-_high,oc_-_medium,oc_-_low,ec_-_saline,ec_-_non_saline,ph_-_acidic,ph_-_neutral,ph_-_alkaline
Banduvarpatti,0.0,0.010101010101010102,0.0073937153419593345,0.01507537688442211,0.006688963210702341,0.0,0.018726591760299626,0.0,0.0,0.0,0.0,0.009416195856873822,0.0,0.00929368029739777,0.0,0.009560229445506692,0.0
Ayyampatti,0.0,0.0,0.005545286506469501,0.0,0.010033444816053512,0.0,0.011235955056179775,0.0,0.0,0.0,0.0,0.005649717514124294,0.0,0.0055762081784386614,0.0,0.0057361376673040155,0.0
Chatrapatti (CT),0.0,0.0,0.0073937153419593345,0.0,0.010033444816053512,0.005263157894736842,0.011235955056179775,0.0038314176245210726,0.0,0.0,0.0,0.007532956685499058,0.012987012987012988,0.0037174721189591076,0.0,0.0057361376673040155,0.007246376811594203
Chinnagollapatti,0.0,0.0,0.011090573012939002,0.0,0.006688963210702341,0.021052631578947368,0.00749063670411985,0.011494252873563218,0.002583979328165375,0.0,0.0,0.011299435028248588,0.006493506493506494,0.00929368029739777,0.0,0.011472275334608031,0.0
Ammapatti,0.0,0.0,0.029574861367837338,0.005025125628140704,0.03678929765886288,0.021052631578947368,0.04868913857677903,0.011494252873563218,0.0,0.02564102564102564,0.032467532467532464,0.015065913370998116,0.0,0.02973977695167286,0.0,0.028680688336520075,0.007246376811594203
Athipatti,0.0,0.010101010101010102,0.009242144177449169,0.010050251256281407,0.013377926421404682,0.0,0.02247191011235955,0.0,0.0,0.008547008547008548,0.006493506493506494,0.007532956685499058,0.0,0.011152416356877323,0.0,0.011472275334608031,0.0
Surankudi,0.0,0.0,0.0073937153419593345,0.0,0.013377926421404682,0.0,0.0149812734082397,0.0,0.0,0.0,0.0,0.007532956685499058,0.0,0.007434944237918215,0.0,0.0038240917782026767,0.014492753623188406
Mullisevel (a)Chokkalingapuram,0.0,0.0,0.0073937153419593345,0.0,0.013377926421404682,0.0,0.0149812734082397,0.0,0.0,0.0,0.0,0.007532956685499058,0.012987012987012988,0.0037174721189591076,0.0,0.0076481835564053535,0.0
Ravuthampatti,0.0,0.0,0.022181146025878003,0.005025125628140704,0.020066889632107024,0.02631578947368421,0.026217228464419477,0.019157088122605363,0.0,0.008547008547008548,0.05194805194805195,0.005649717514124294,0.01948051948051948,0.016728624535315983,0.0,0.022944550669216062,0.0
Chinnathambiyapuram,0.0,0.0,0.005545286506469501,0.0,0.010033444816053512,0.0,0.011235955056179775,0.0,0.0,0.0,0.0,0.005649717514124294,0.006493506493506494,0.0037174721189591076,0.0,0.0057361376673040155,0.0
D.Chinnodaipatti,0.0,0.0,0.0073937153419593345,0.0,0.010033444816053512,0.005263157894736842,0.011235955056179775,0.0038314176245210726,0.0,0.0,0.0,0.007532956685499058,0.0,0.007434944237918215,0.0028089887640449437,0.0057361376673040155,0.0
Ovanayakkanpatti,0.0,0.0,0.0073937153419593345,0.010050251256281407,0.006688963210702341,0.0,0.0149812734082397,0.0,0.0,0.0,0.0,0.007532956685499058,0.0,0.007434944237918215,0.0,0.0057361376673040155,0.0
Subramaniyapuram,0.0,0.0,0.009242144177449169,0.0,0.016722408026755852,0.0,0.018726591760299626,0.0,0.0,0.0,0.0,0.009416195856873822,0.006493506493506494,0.007434944237918215,0.0,0.0057361376673040155,0.014492753623188406
Peddureddipatti,0.0,0.0,0.029574861367837338,0.005025125628140704,0.020066889632107024,0.04736842105263158,0.026217228464419477,0.034482758620689655,0.0,0.0,0.07792207792207792,0.007532956685499058,0.0,0.02973977695167286,0.0,0.021032504780114723,0.036231884057971016
Kottaipachcheri,0.0,0.0,0.009242144177449169,0.0,0.016722408026755852,0.0,0.0149812734082397,0.0038314176245210726,0.0,0.0,0.006493506493506494,0.007532956685499058,0.0,0.00929368029739777,0.0,0.0076481835564053535,0.007246376811594203
Othaiyal,0.0,0.0,0.022181146025878003,0.01507537688442211,0.016722408026755852,0.021052631578947368,0.0299625468164794,0.01532567049808429,0.0,0.008547008547008548,0.03896103896103896,0.009416195856873822,0.0,0.022304832713754646,0.0,0.021032504780114723,0.0
Pottireddiyapatti,0.0,0.0,0.025878003696857672,0.0,0.010033444816053512,0.05789473684210526,0.011235955056179775,0.0421455938697318,0.0,0.0,0.032467532467532464,0.01694915254237288,0.012987012987012988,0.022304832713754646,0.0,0.021032504780114723,0.014492753623188406
Othaiyal Mettupatti,0.0,0.0,0.022181146025878003,0.01507537688442211,0.013377926421404682,0.02631578947368421,0.026217228464419477,0.019157088122605363,0.0,0.008547008547008548,0.032467532467532464,0.011299435028248588,0.0,0.020446096654275093,0.0,0.015296367112810707,0.014492753623188406
Nenmeni,0.0,0.0,0.02033271719038817,0.0,0.020066889632107024,0.02631578947368421,0.02247191011235955,0.019157088122605363,0.0,0.008547008547008548,0.01948051948051948,0.013182674199623353,0.0,0.020446096654275093,0.0,0.021032504780114723,0.0
Vadamalaipuram,0.0,0.0,0.012939001848428836,0.0,0.023411371237458192,0.0,0.026217228464419477,0.0,0.0,0.0,0.006493506493506494,0.011299435028248588,0.0,0.013011152416356878,0.0,0.0057361376673040155,0.028985507246376812
Kattalampatti,0.0,0.0,0.018484288354898338,0.005025125628140704,0.016722408026755852,0.021052631578947368,0.02247191011235955,0.01532567049808429,0.0,0.0,0.032467532467532464,0.009416195856873822,0.0,0.01486988847583643,0.0,0.01338432122370937,0.007246376811594203
Pappakudi,0.0,0.0,0.011090573012939002,0.005025125628140704,0.016722408026755852,0.0,0.018726591760299626,0.0038314176245210726,0.0,0.017094017094017096,0.0,0.007532956685499058,0.012987012987012988,0.007434944237918215,0.0,0.011472275334608031,0.0
Kosukkundu,0.0,0.0,0.009242144177449169,0.005025125628140704,0.010033444816053512,0.005263157894736842,0.0149812734082397,0.0038314176245210726,0.0,0.0,0.006493506493506494,0.007532956685499058,0.0,0.00929368029739777,0.0,0.0076481835564053535,0.007246376811594203
Kanjampatti,0.0,0.0,0.005545286506469501,0.0,0.006688963210702341,0.005263157894736842,0.00749063670411985,0.0038314176245210726,0.0,0.0,0.006493506493506494,0.003766478342749529,0.0,0.0037174721189591076,0.0,0.0019120458891013384,0.007246376811594203
Padandal (CT),0.0,0.0,0.009242144177449169,0.0,0.013377926421404682,0.005263157894736842,0.0149812734082397,0.0038314176245210726,0.0,0.0,0.0,0.009416195856873822,0.006493506493506494,0.007434944237918215,0.0,0.0076481835564053535,0.007246376811594203
Melamadai,0.0,0.0,0.012939001848428836,0.0,0.016722408026755852,0.010526315789473684,0.018726591760299626,0.007662835249042145,0.0,0.0,0.0,0.013182674199623353,0.006493506493506494,0.011152416356877323,0.0,0.01338432122370937,0.0
Sattur,0.0,0.0,0.012939001848428836,0.005025125628140704,0.013377926421404682,0.010526315789473684,0.018726591760299626,0.007662835249042145,0.0,0.0,0.006493506493506494,0.011299435028248588,0.0,0.013011152416356878,0.0,0.009560229445506692,0.0
Kundalakkuttu,0.0,0.0,0.011090573012939002,0.0,0.020066889632107024,0.0,0.02247191011235955,0.0,0.0,0.0,0.0,0.011299435028248588,0.006493506493506494,0.00929368029739777,0.0,0.011472275334608031,0.0
Sirukulam,0.0,0.0,0.014787430683918669,0.0,0.013377926421404682,0.021052631578947368,0.0299625468164794,0.0,0.0,0.008547008547008548,0.0,0.013182674199623353,0.045454545454545456,0.0018587360594795538,0.0,0.015296367112810707,0.0
Sindapalli,0.0,0.0,0.0166358595194085,0.010050251256281407,0.020066889632107024,0.005263157894736842,0.0299625468164794,0.0038314176245210726,0.0,0.017094017094017096,0.006493506493506494,0.011299435028248588,0.006493506493506494,0.01486988847583643,0.0,0.011472275334608031,0.007246376811594203
Sankaranatham,0.0,0.0,0.012939001848428836,0.005025125628140704,0.010033444816053512,0.015789473684210527,0.0149812734082397,0.011494252873563218,0.0,0.0,0.012987012987012988,0.009416195856873822,0.006493506493506494,0.011152416356877323,0.0,0.01338432122370937,0.0
Padandal (Part),0.0,0.0,0.0018484288354898336,0.005025125628140704,0.0,0.005263157894736842,0.0,0.0038314176245210726,0.002583979328165375,0.0,0.0,0.003766478342749529,0.0,0.0037174721189591076,0.0,0.0038240917782026767,0.0
Muthusamipuram,0.0,0.0,0.18299445471349354,0.3316582914572864,0.09698996655518395,0.021052631578947368,0.003745318352059925,0.2796934865900383,0.06718346253229975,0.017094017094017096,0.12987012987012986,0.14500941619585686,0.0,0.18401486988847585,0.0,0.18738049713193117,0.0
Sundararajapuram,0.0,0.0,0.18853974121996303,0.4824120603015075,0.013377926421404682,0.010526315789473684,0.3445692883895131,0.038314176245210725,0.0,0.008547008547008548,0.22727272727272727,0.12429378531073447,0.0,0.1895910780669145,0.0,0.18738049713193117,0.028985507246376812
Nathampatti,0.0,0.020202020202020204,0.19038817005545286,0.005025125628140704,0.22073578595317725,0.2,0.37453183520599254,0.0038314176245210726,0.0103359173126615,0.0,0.2077922077922078,0.1374764595103578,0.0,0.19516728624535315,0.0028089887640449437,0.1988527724665392,0.0
Gopalapuram,0.2,0.0,0.18299445471349354,0.22613065326633167,0.1505016722408027,0.05263157894736842,0.37453183520599254,0.0,0.0,0.0,0.16883116883116883,0.1393596986817326,0.006493506493506494,0.18401486988847585,0.0,0.19120458891013384,0.0
Ilandiraikondan,0.0,0.0,0.18853974121996303,0.37185929648241206,0.08695652173913043,0.010526315789473684,0.08239700374531835,0.210727969348659,0.06459948320413436,0.0,0.07142857142857142,0.1713747645951036,0.012987012987012988,0.18587360594795538,0.0,0.06309751434034416,0.5
Vadakku Venganallur,0.0,0.0,0.0166358595194085,0.0,0.023411371237458192,0.010526315789473684,0.02247191011235955,0.0038314176245210726,0.00516795865633075,0.008547008547008548,0.0,0.015065913370998116,0.0,0.016728624535315983,0.0,0.017208413001912046,0.0
Sholapuram,0.0,0.0,0.022181146025878003,0.04020100502512563,0.006688963210702341,0.010526315789473684,0.026217228464419477,0.019157088122605363,0.0,0.0,0.0,0.022598870056497175,0.0,0.022304832713754646,0.0,0.022944550669216062,0.0
Kadambankulam,0.0,0.0,0.0166358595194085,0.005025125628140704,0.013377926421404682,0.021052631578947368,0.018726591760299626,0.0038314176245210726,0.007751937984496124,0.0,0.0,0.01694915254237288,0.0,0.016728624535315983,0.0,0.017208413001912046,0.0
Melarajakularaman (Part),0.0,0.0,0.018484288354898338,0.010050251256281407,0.016722408026755852,0.015789473684210527,0.026217228464419477,0.0,0.007751937984496124,0.0,0.0,0.018832391713747645,0.0,0.01858736059479554,0.0,0.019120458891013385,0.0
Solaicheri,0.0,0.0,0.012939001848428836,0.020100502512562814,0.010033444816053512,0.0,0.026217228464419477,0.0,0.0,0.0,0.006493506493506494,0.011299435028248588,0.0,0.013011152416356878,0.0,0.01338432122370937,0.0
Pudupalaiyam,0.0,0.0,0.009242144177449169,0.0,0.016722408026755852,0.0,0.018726591760299626,0.0,0.0,0.0,0.0,0.009416195856873822,0.0,0.00929368029739777,0.0,0.009560229445506692,0.0
Terkuvenganallur,0.0,0.0,0.012939001848428836,0.005025125628140704,0.020066889632107024,0.0,0.026217228464419477,0.0,0.0,0.0,0.0,0.013182674199623353,0.0,0.013011152416356878,0.0,0.01338432122370937,0.0
Ramalingapuram (CT),0.0,0.0,0.012939001848428836,0.0,0.020066889632107024,0.005263157894736842,0.026217228464419477,0.0,0.0,0.0,0.025974025974025976,0.003766478342749529,0.0,0.011152416356877323,0.0,0.011472275334608031,0.0
Samusigapuram (CT),0.0,0.0,0.02033271719038817,0.0,0.033444816053511704,0.005263157894736842,0.04119850187265917,0.0,0.0,0.0,0.06493506493506493,0.0018832391713747645,0.0,0.020446096654275093,0.0,0.021032504780114723,0.0
Vadagarai,0.0,0.0,0.029574861367837338,0.02512562814070352,0.033444816053511704,0.005263157894736842,0.056179775280898875,0.0038314176245210726,0.0,0.0,0.012987012987012988,0.02448210922787194,0.0,0.027881040892193308,0.0,0.02676864244741874,0.0
Varagunaramapuram,0.0,0.0,0.005545286506469501,0.010050251256281407,0.0033444816053511705,0.0,0.011235955056179775,0.0,0.0,0.0,0.0,0.005649717514124294,0.0,0.0055762081784386614,0.0,0.0057361376673040155,0.0
Kuruchiyarpatti,0.0,0.0,0.009242144177449169,0.01507537688442211,0.006688963210702341,0.0,0.018726591760299626,0.0,0.0,0.0,0.0,0.007532956685499058,0.0,0.00929368029739777,0.0,0.0076481835564053535,0.0
Chokkanathaputtur,0.0,0.0,0.018484288354898338,0.035175879396984924,0.010033444816053512,0.0,0.03745318352059925,0.0,0.0,0.0,0.0,0.018832391713747645,0.0,0.01858736059479554,0.0,0.019120458891013385,0.0
Settur RF,0.0,0.0,0.024029574861367836,0.04522613065326633,0.013377926421404682,0.0,0.0299625468164794,0.019157088122605363,0.0,0.0,0.0,0.02448210922787194,0.0,0.024163568773234202,0.0,0.022944550669216062,0.007246376811594203
Melur Thuraisamiyapuram,0.0,0.0,0.012939001848428836,0.020100502512562814,0.006688963210702341,0.005263157894736842,0.026217228464419477,0.0,0.0,0.0,0.0,0.013182674199623353,0.0,0.013011152416356878,0.0,0.01338432122370937,0.0
Vadakkudevadanam,0.0,0.0,0.011090573012939002,0.01507537688442211,0.010033444816053512,0.0,0.02247191011235955,0.0,0.0,0.008547008547008548,0.0,0.009416195856873822,0.0,0.011152416356877323,0.0,0.011472275334608031,0.0
Chettiarpatti,0.0,0.0,0.014787430683918669,0.0,0.016722408026755852,0.015789473684210527,0.0,0.03065134099616858,0.0,0.0,0.0,0.015065913370998116,0.0,0.01486988847583643,0.0,0.015296367112810707,0.0
Nallamangalam,0.0,0.0,0.018484288354898338,0.02512562814070352,0.006688963210702341,0.015789473684210527,0.003745318352059925,0.03065134099616858,0.002583979328165375,0.0,0.0,0.018832391713747645,0.0,0.01858736059479554,0.0,0.017208413001912046,0.007246376811594203
Puthur,0.0,0.0,0.027726432532347505,0.035175879396984924,0.010033444816053512,0.02631578947368421,0.03745318352059925,0.019157088122605363,0.0,0.008547008547008548,0.0,0.026365348399246705,0.0,0.027881040892193308,0.0028089887640449437,0.02676864244741874,0.0
Ayan Kollankondan,0.0,0.0,0.04805914972273567,0.035175879396984924,0.016722408026755852,0.07368421052631578,0.0599250936329588,0.0,0.025839793281653745,0.0,0.0,0.04896421845574388,0.0,0.048327137546468404,0.0,0.0497131931166348,0.0
Kovilur,0.0,0.0,0.014787430683918669,0.0,0.016722408026755852,0.015789473684210527,0.0,0.03065134099616858,0.0,0.0,0.0,0.015065913370998116,0.0,0.01486988847583643,0.0,0.015296367112810707,0.0
Terku Devadanam,0.0,0.0,0.0166358595194085,0.01507537688442211,0.006688963210702341,0.021052631578947368,0.033707865168539325,0.0,0.0,0.0,0.0,0.01694915254237288,0.0,0.016728624535315983,0.0,0.017208413001912046,0.0
Kollankondan,0.2,0.0,0.029574861367837338,0.01507537688442211,0.026755852842809364,0.031578947368421054,0.0149812734082397,0.0421455938697318,0.00516795865633075,0.0,0.0,0.032015065913371,0.0,0.031598513011152414,0.0,0.032504780114722756,0.0
Mettupatti,0.0,0.0,0.029574861367837338,0.010050251256281407,0.016722408026755852,0.04736842105263158,0.0,0.034482758620689655,0.01808785529715762,0.0,0.0,0.030131826741996232,0.0,0.02973977695167286,0.0,0.030592734225621414,0.0
Tenkarai,0.2,0.0,0.17375231053604437,0.4120603015075377,0.0,0.06842105263157895,0.30711610486891383,0.0,0.03359173126614987,0.0,0.2727272727272727,0.09981167608286252,0.0,0.17657992565055763,0.0,0.18164435946462715,0.0
Korukkampatti,0.0,0.0,0.18484288354898337,0.49748743718592964,0.0,0.005263157894736842,0.32209737827715357,0.05363984674329502,0.0,0.02564102564102564,0.6103896103896104,0.005649717514124294,0.6493506493506493,0.0,0.2808988764044944,0.0,0.0
Sammandapuram,0.0,0.0,0.0036968576709796672,0.0,0.0,0.010526315789473684,0.0,0.0,0.00516795865633075,0.0,0.0,0.003766478342749529,0.0,0.0037174721189591076,0.0,0.0038240917782026767,0.0
Melapattamkarisalkulam,0.0,0.0,0.0073937153419593345,0.0,0.0,0.021052631578947368,0.0,0.0,0.0103359173126615,0.0,0.0,0.007532956685499058,0.0,0.007434944237918215,0.0,0.0076481835564053535,0.0
Naduvappacheri,0.0,0.0,0.10351201478743069,0.0,0.0,0.29473684210526313,0.10861423220973783,0.08045977011494253,0.015503875968992248,0.0,0.0,0.10546139359698682,0.0,0.10408921933085502,0.0,0.09751434034416825,0.036231884057971016
Nathaikulam,0.0,0.0,0.1922365988909427,0.0,0.0,0.5526315789473685,0.16853932584269662,0.2260536398467433,0.002583979328165375,0.008547008547008548,0.06493506493506493,0.1751412429378531,0.0,0.19330855018587362,0.0,0.12619502868068833,0.2753623188405797
Poombidagai,0.0,0.0,0.11829944547134935,0.0,0.0033444816053511705,0.33157894736842103,0.056179775280898875,0.08045977011494253,0.07235142118863049,0.008547008547008548,0.06493506493506493,0.09981167608286252,0.01948051948051948,0.11338289962825279,0.10955056179775281,0.04780114722753346,0.0
Theli,0.0,0.0,0.2643253234750462,0.0,0.0,0.7526315789473684,0.3970037453183521,0.13409961685823754,0.00516795865633075,0.05128205128205128,0.2077922077922078,0.1977401129943503,0.0,0.26579925650557623,0.0,0.2179732313575526,0.21014492753623187
Katanur,0.0,0.0,0.20702402957486138,0.0,0.0,0.5894736842105263,0.2958801498127341,0.09961685823754789,0.01808785529715762,0.05982905982905983,0.21428571428571427,0.13559322033898305,0.045454545454545456,0.19516728624535315,0.0,0.2084130019120459,0.021739130434782608
Sorikulam,0.0,0.0,0.024029574861367836,0.0,0.0,0.06842105263157895,0.026217228464419477,0.022988505747126436,0.0,0.0,0.012987012987012988,0.02071563088512241,0.0,0.024163568773234202,0.0,0.021032504780114723,0.014492753623188406
Thulukkanedungulam,0.0,0.0,0.10166358595194085,0.0,0.0,0.2894736842105263,0.0149812734082397,0.04597701149425287,0.10077519379844961,0.0,0.006493506493506494,0.1016949152542373,0.012987012987012988,0.09851301115241635,0.0028089887640449437,0.10325047801147227,0.0
Athithnanendal,0.0,0.010101010101010102,0.1922365988909427,0.02512562814070352,0.13043478260869565,0.32105263157894737,0.0898876404494382,0.21839080459770116,0.06201550387596899,0.1794871794871795,0.13636363636363635,0.11864406779661017,0.006493506493506494,0.19330855018587362,0.0028089887640449437,0.19694072657743786,0.0
Varisaiyur,0.0,0.010101010101010102,0.2828096118299446,0.0,0.05016722408026756,0.7315789473684211,0.1198501872659176,0.421455938697318,0.031007751937984496,0.1452991452991453,0.34415584415584416,0.15819209039548024,0.006493506493506494,0.2843866171003718,0.056179775280898875,0.25621414913957935,0.0
Anaikulam,0.0,0.0,0.09426987060998152,0.0,0.0,0.26842105263157895,0.1198501872659176,0.06896551724137931,0.002583979328165375,0.042735042735042736,0.09090909090909091,0.060263653483992465,0.0,0.09479553903345725,0.0,0.05927342256214149,0.14492753623188406
Usilangulam,0.0,0.0,0.009242144177449169,0.0,0.0033444816053511705,0.021052631578947368,0.003745318352059925,0.011494252873563218,0.002583979328165375,0.0,0.012987012987012988,0.005649717514124294,0.0,0.00929368029739777,0.0,0.009560229445506692,0.0
Pulavaikkarai,0.0,0.0,0.19408502772643252,0.0,0.0,0.5526315789473685,0.07116104868913857,0.31800766283524906,0.007751937984496124,0.05128205128205128,0.14935064935064934,0.1431261770244821,0.0,0.19516728624535315,0.0056179775280898875,0.19694072657743786,0.0
Thimmapuram,0.0,0.0,0.19408502772643252,0.0,0.0,0.5526315789473685,0.09363295880149813,0.24521072796934865,0.041343669250646,0.06837606837606838,0.09740259740259741,0.1544256120527307,0.006493506493506494,0.19330855018587362,0.0,0.1739961759082218,0.10144927536231885
Andiyendal,0.0,0.0,0.009242144177449169,0.0,0.0,0.02631578947368421,0.00749063670411985,0.011494252873563218,0.0,0.0,0.006493506493506494,0.007532956685499058,0.0,0.00929368029739777,0.0,0.009560229445506692,0.0
Sathiseri,0.0,0.0,0.009242144177449169,0.0,0.0,0.02631578947368421,0.003745318352059925,0.011494252873563218,0.002583979328165375,0.0,0.012987012987012988,0.005649717514124294,0.0,0.00929368029739777,0.0,0.009560229445506692,0.0
Irunjirai,0.0,0.0,0.009242144177449169,0.0,0.0,0.02631578947368421,0.0149812734082397,0.0038314176245210726,0.0,0.0,0.0,0.009416195856873822,0.0,0.00929368029739777,0.0,0.0076481835564053535,0.007246376811594203
Velaneri,0.0,0.0,0.009242144177449169,0.0,0.0,0.02631578947368421,0.011235955056179775,0.007662835249042145,0.0,0.0,0.006493506493506494,0.007532956685499058,0.0,0.00929368029739777,0.0,0.0076481835564053535,0.007246376811594203
T.Velankudi,0.0,0.0,0.009242144177449169,0.0,0.0,0.02631578947368421,0.011235955056179775,0.007662835249042145,0.0,0.0,0.012987012987012988,0.005649717514124294,0.0,0.00929368029739777,0.0,0.0038240917782026767,0.021739130434782608
Damodarapuram,0.0,0.0,0.009242144177449169,0.0,0.0,0.02631578947368421,0.018726591760299626,0.0,0.0,0.0,0.012987012987012988,0.005649717514124294,0.0,0.00929368029739777,0.0,0.0038240917782026767,0.021739130434782608
Kattanpatti,0.0,0.0,0.009242144177449169,0.0,0.0,0.02631578947368421,0.018726591760299626,0.0,0.0,0.0,0.025974025974025976,0.0018832391713747645,0.0,0.00929368029739777,0.0,0.0076481835564053535,0.007246376811594203
Illuppaiyur,0.0,0.0,0.009242144177449169,0.0,0.0,0.02631578947368421,0.018726591760299626,0.0,0.0,0.017094017094017096,0.01948051948051948,0.0,0.0,0.00929368029739777,0.0,0.009560229445506692,0.0
Velanoorani,0.0,0.0,0.012939001848428836,0.0,0.0,0.03684210526315789,0.026217228464419477,0.0,0.0,0.0,0.01948051948051948,0.007532956685499058,0.0,0.013011152416356878,0.0,0.0038240917782026767,0.036231884057971016
Alangulam,0.0,0.0,0.009242144177449169,0.0,0.0,0.02631578947368421,0.003745318352059925,0.01532567049808429,0.0,0.0,0.012987012987012988,0.005649717514124294,0.0,0.00929368029739777,0.0,0.0057361376673040155,0.014492753623188406
Regunathamadai,0.0,0.0,0.009242144177449169,0.0,0.0,0.02631578947368421,0.018726591760299626,0.0,0.0,0.0,0.006493506493506494,0.007532956685499058,0.0,0.00929368029739777,0.0,0.009560229445506692,0.0
Panaiyur,0.0,0.0,0.009242144177449169,0.0,0.0,0.02631578947368421,0.018726591760299626,0.0,0.0,0.0,0.01948051948051948,0.003766478342749529,0.0,0.00929368029739777,0.0,0.0019120458891013384,0.028985507246376812
Kaladippappankulam,0.0,0.0,0.009242144177449169,0.0,0.0,0.02631578947368421,0.0,0.019157088122605363,0.0,0.0,0.012987012987012988,0.005649717514124294,0.0,0.00929368029739777,0.0,0.009560229445506692,0.0
Kuraiyaravasithan,0.0,0.0,0.011090573012939002,0.0,0.0,0.031578947368421054,0.0,0.01532567049808429,0.00516795865633075,0.0,0.0,0.011299435028248588,0.0,0.011152416356877323,0.0,0.011472275334608031,0.0
Kamalipuliyankulam,0.0,0.0,0.009242144177449169,0.0,0.0,0.02631578947368421,0.003745318352059925,0.007662835249042145,0.00516795865633075,0.0,0.006493506493506494,0.007532956685499058,0.0,0.00929368029739777,0.0,0.009560229445506692,0.0
Poomalaipatti,0.0,0.0,0.009242144177449169,0.0,0.0,0.02631578947368421,0.018726591760299626,0.0,0.0,0.0,0.012987012987012988,0.005649717514124294,0.0,0.00929368029739777,0.0,0.0057361376673040155,0.014492753623188406
Silampatti,0.0,0.0,0.009242144177449169,0.0,0.0,0.02631578947368421,0.018726591760299626,0.0,0.0,0.0,0.01948051948051948,0.003766478342749529,0.0,0.00929368029739777,0.0,0.009560229445506692,0.0
Sethupuram,0.0,0.0,0.009242144177449169,0.0,0.0,0.02631578947368421,0.018726591760299626,0.0,0.0,0.0,0.0,0.009416195856873822,0.0,0.00929368029739777,0.0,0.0076481835564053535,0.007246376811594203
Pillaiyar natham,0.0,0.0,0.009242144177449169,0.0,0.0,0.02631578947368421,0.018726591760299626,0.0,0.0,0.0,0.025974025974025976,0.0018832391713747645,0.0,0.00929368029739777,0.0,0.0057361376673040155,0.014492753623188406
T.Karisalkulam,0.0,0.0,0.009242144177449169,0.0,0.0,0.02631578947368421,0.018726591760299626,0.0,0.0,0.008547008547008548,0.01948051948051948,0.0018832391713747645,0.0,0.00929368029739777,0.0,0.0057361376673040155,0.014492753623188406
Agathakulam,0.0,0.0,0.009242144177449169,0.0,0.0,0.02631578947368421,0.0,0.019157088122605363,0.0,0.0,0.01948051948051948,0.003766478342749529,0.0,0.00929368029739777,0.0,0.009560229445506692,0.0
Keelachembur,0.0,0.0,0.009242144177449169,0.0,0.0,0.02631578947368421,0.0,0.01532567049808429,0.002583979328165375,0.0,0.01948051948051948,0.003766478342749529,0.0,0.00929368029739777,0.0,0.009560229445506692,0.0
Keelapuliyandarkottai,0.0,0.0,0.009242144177449169,0.0,0.0,0.02631578947368421,0.0,0.019157088122605363,0.0,0.008547008547008548,0.012987012987012988,0.003766478342749529,0.0,0.00929368029739777,0.0028089887640449437,0.0076481835564053535,0.0
Kadambankulam,0.0,0.0,0.009242144177449169,0.0,0.0,0.02631578947368421,0.003745318352059925,0.0038314176245210726,0.007751937984496124,0.008547008547008548,0.012987012987012988,0.003766478342749529,0.0,0.00929368029739777,0.0,0.009560229445506692,0.0
Nallukkurichi,0.0,0.0,0.009242144177449169,0.0,0.0,0.02631578947368421,0.0,0.019157088122605363,0.0,0.0,0.0,0.009416195856873822,0.0,0.00929368029739777,0.0,0.009560229445506692,0.0
Mullikkulam,0.0,0.0,0.009242144177449169,0.0,0.0,0.02631578947368421,0.0,0.0,0.012919896640826873,0.0,0.012987012987012988,0.005649717514124294,0.0,0.00929368029739777,0.0,0.009560229445506692,0.0
Minakkulam,0.0,0.0,0.009242144177449169,0.0,0.0,0.02631578947368421,0.0,0.0,0.012919896640826873,0.0,0.01948051948051948,0.003766478342749529,0.0,0.00929368029739777,0.0,0.009560229445506692,0.0
Muthaneri,0.0,0.0,0.012939001848428836,0.0,0.0,0.03684210526315789,0.011235955056179775,0.007662835249042145,0.00516795865633075,0.0,0.025974025974025976,0.005649717514124294,0.0,0.013011152416356878,0.0,0.01338432122370937,0.0
Melaparuttiyur,0.0,0.0,0.009242144177449169,0.0,0.0,0.02631578947368421,0.018726591760299626,0.0,0.0,0.0,0.006493506493506494,0.007532956685499058,0.0,0.00929368029739777,0.0,0.009560229445506692,0.0
Pappankulam,0.0,0.0,0.009242144177449169,0.0,0.0,0.02631578947368421,0.00749063670411985,0.007662835249042145,0.002583979328165375,0.0,0.01948051948051948,0.003766478342749529,0.0,0.00929368029739777,0.0,0.009560229445506692,0.0
Veeracholan,0.0,0.0,0.009242144177449169,0.0,0.0,0.02631578947368421,0.0,0.019157088122605363,0.0,0.042735042735042736,0.0,0.0,0.0,0.00929368029739777,0.0,0.009560229445506692,0.0
Pulichikulam,0.0,0.0,0.009242144177449169,0.0,0.0,0.02631578947368421,0.0,0.01532567049808429,0.002583979328165375,0.0,0.032467532467532464,0.0,0.0,0.00929368029739777,0.0056179775280898875,0.0057361376673040155,0.0
Sullankudi,0.0,0.0,0.009242144177449169,0.0,0.0,0.02631578947368421,0.0,0.019157088122605363,0.0,0.0,0.006493506493506494,0.007532956685499058,0.0,0.00929368029739777,0.0,0.0076481835564053535,0.007246376811594203
Padanakurichi,0.0,0.0,0.009242144177449169,0.0,0.0,0.02631578947368421,0.0,0.007662835249042145,0.007751937984496124,0.0,0.006493506493506494,0.007532956685499058,0.0,0.00929368029739777,0.0,0.009560229445506692,0.0
V.Karisalkulam,0.0,0.0,0.009242144177449169,0.0,0.0,0.02631578947368421,0.018726591760299626,0.0,0.0,0.0,0.0,0.009416195856873822,0.012987012987012988,0.0055762081784386614,0.0,0.009560229445506692,0.0
