village,copper_-_sufficient,copper_-_deficient,boron_-_sufficient,boron_-_deficient,s_-_sufficient,s_-_deficient,fe_-_sufficient,fe_-_deficient,zn_-_sufficient,zn_-_deficient,mn_-_sufficient,mn_-_deficient
Kallikulam,0.007532956685499058,0.0,0.0036101083032490976,0.01020408163265306,0.0,0.007476635514018692,0.008968609865470852,0.0,0.0019193857965451055,0.010676156583629894,0.01020408163265306,0.0
Thirukurungudi Part 2,0.007532956685499058,0.0,0.010830324909747292,0.003401360544217687,0.0,0.007476635514018692,0.002242152466367713,0.010033444816053512,0.007677543186180422,0.0,0.01020408163265306,0.0
Kalakadu Part 2,0.005649717514124294,0.0,0.0036101083032490976,0.006802721088435374,0.002570694087403599,0.003738317757009346,0.002242152466367713,0.006688963210702341,0.005758157389635317,0.0,0.007653061224489796,0.0
Pathai Part 2,0.005649717514124294,0.0,0.010830324909747292,0.0,0.002570694087403599,0.003738317757009346,0.002242152466367713,0.006688963210702341,0.005758157389635317,0.0,0.007653061224489796,0.0
Pathai Part 1,0.011299435028248588,0.0,0.010830324909747292,0.01020408163265306,0.002570694087403599,0.009345794392523364,0.004484304932735426,0.013377926421404682,0.011516314779270634,0.0,0.015306122448979591,0.0
Pazhankulam,0.0018832391713747645,0.0,0.0,0.003401360544217687,0.0,0.001869158878504673,0.0,0.0033444816053511705,0.0019193857965451055,0.0,0.002551020408163265,0.0
Idaiyankulam,0.005649717514124294,0.0,0.007220216606498195,0.003401360544217687,0.002570694087403599,0.003738317757009346,0.006726457399103139,0.0,0.003838771593090211,0.0035587188612099642,0.007653061224489796,0.0
Tennirkulam,0.003766478342749529,0.0,0.0,0.006802721088435374,0.0,0.003738317757009346,0.002242152466367713,0.0033444816053511705,0.003838771593090211,0.0,0.00510204081632653,0.0
Malaiyankulam,0.1864406779661017,0.0,0.0036101083032490976,0.3333333333333333,0.012853470437017995,0.17570093457943925,0.21973094170403587,0.0033444816053511705,0.1727447216890595,0.03202846975088968,0.25,0.001876172607879925
Pungadaiyankulam,0.10357815442561205,0.032520325203252036,0.007220216606498195,0.19387755102040816,0.04113110539845758,0.08037383177570094,0.13228699551569506,0.0,0.061420345489443376,0.09608540925266904,0.13520408163265307,0.01125703564727955
Karisalpatti,0.05649717514124294,0.08943089430894309,0.0036101083032490976,0.13945578231292516,0.028277634961439587,0.05794392523364486,0.09417040358744394,0.0,0.04798464491362764,0.060498220640569395,0.058673469387755105,0.03564727954971857
Melaseval Part 1 - ,0.03766478342749529,0.0,0.032490974729241874,0.04081632653061224,0.02313624678663239,0.022429906542056073,0.04708520179372197,0.0,0.04030710172744722,0.0,0.05357142857142857,0.0
Karisulnthamangalam - ,0.0018832391713747645,0.0,0.0,0.003401360544217687,0.0,0.001869158878504673,0.002242152466367713,0.0,0.0019193857965451055,0.0,0.002551020408163265,0.0
Venkatarengapuram,0.01694915254237288,0.0,0.02888086642599278,0.003401360544217687,0.017994858611825194,0.003738317757009346,0.020179372197309416,0.0,0.01727447216890595,0.0,0.02295918367346939,0.0
Pudukkudi,0.0018832391713747645,0.0,0.0036101083032490976,0.0,0.0,0.001869158878504673,0.002242152466367713,0.0,0.0019193857965451055,0.0,0.002551020408163265,0.0
Umayammalpurqm -,0.0018832391713747645,0.0,0.0,0.003401360544217687,0.0,0.001869158878504673,0.002242152466367713,0.0,0.0019193857965451055,0.0,0.002551020408163265,0.0
Gopalasamuthiram -,0.011299435028248588,0.0,0.021660649819494584,0.0,0.015424164524421594,0.0,0.011210762331838564,0.0033444816053511705,0.011516314779270634,0.0,0.015306122448979591,0.0
Kesavasamuthiram -  - 932898,0.0018832391713747645,0.0,0.0,0.003401360544217687,0.0,0.001869158878504673,0.002242152466367713,0.0,0.0019193857965451055,0.0,0.002551020408163265,0.0
Vadakku Karaikurichchi,0.007532956685499058,0.0,0.01444043321299639,0.0,0.007712082262210797,0.001869158878504673,0.008968609865470852,0.0,0.007677543186180422,0.0,0.01020408163265306,0.0
Melaseval Part 2 - - 933445,0.013182674199623353,0.0,0.021660649819494584,0.003401360544217687,0.017994858611825194,0.0,0.01569506726457399,0.0,0.011516314779270634,0.0035587188612099642,0.017857142857142856,0.0
Udaiyamartandapuram,0.0018832391713747645,0.0,0.0036101083032490976,0.0,0.0,0.001869158878504673,0.002242152466367713,0.0,0.0019193857965451055,0.0,0.002551020408163265,0.0
Kuniyur,0.005649717514124294,0.0,0.007220216606498195,0.003401360544217687,0.0,0.005607476635514018,0.006726457399103139,0.0,0.005758157389635317,0.0,0.007653061224489796,0.0
Therku Viravanallur Part 1,0.03954802259887006,0.0,0.07220216606498195,0.003401360544217687,0.05141388174807198,0.001869158878504673,0.04708520179372197,0.0,0.04030710172744722,0.0,0.05357142857142857,0.0
Kolumadai -,0.0018832391713747645,0.0,0.0,0.003401360544217687,0.0,0.001869158878504673,0.002242152466367713,0.0,0.0019193857965451055,0.0,0.002551020408163265,0.0
Terku Ariyanayakipuram,0.0018832391713747645,0.0,0.0036101083032490976,0.0,0.0,0.001869158878504673,0.002242152466367713,0.0,0.0019193857965451055,0.0,0.002551020408163265,0.0
Vadakku Veeravanallur Part 2 - - 933480,0.03389830508474576,0.0,0.02527075812274368,0.03741496598639456,0.028277634961439587,0.013084112149532711,0.04035874439461883,0.0,0.03262955854126679,0.0035587188612099642,0.04591836734693878,0.0
Thiruviruttanpuli Part 1,0.011299435028248588,0.0,0.01444043321299639,0.006802721088435374,0.010282776349614395,0.003738317757009346,0.013452914798206279,0.0,0.011516314779270634,0.0,0.015306122448979591,0.0
Veetrirunthankulam -,0.0018832391713747645,0.0,0.0,0.003401360544217687,0.0,0.001869158878504673,0.002242152466367713,0.0,0.0019193857965451055,0.0,0.002551020408163265,0.0
Chockalingampuram - ,0.005649717514124294,0.0,0.007220216606498195,0.003401360544217687,0.007712082262210797,0.0,0.006726457399103139,0.0,0.005758157389635317,0.0,0.007653061224489796,0.0
Cherankoivilpattu - ,0.0018832391713747645,0.0,0.0036101083032490976,0.0,0.0,0.001869158878504673,0.002242152466367713,0.0,0.0019193857965451055,0.0,0.002551020408163265,0.0
Thesamnickam - ,0.0018832391713747645,0.0,0.0,0.003401360544217687,0.0,0.001869158878504673,0.002242152466367713,0.0,0.0019193857965451055,0.0,0.002551020408163265,0.0
Thimmarajasamuthiram - ,0.0018832391713747645,0.0,0.0,0.003401360544217687,0.0,0.001869158878504673,0.002242152466367713,0.0,0.0019193857965451055,0.0,0.002551020408163265,0.0
Pirancheri -  - 933469,0.003766478342749529,0.0,0.0036101083032490976,0.003401360544217687,0.002570694087403599,0.001869158878504673,0.004484304932735426,0.0,0.003838771593090211,0.0,0.00510204081632653,0.0
Pathamadai ,0.07532956685499058,0.0,0.0036101083032490976,0.1292517006802721,0.0,0.07476635514018691,0.08968609865470852,0.0,0.07677543186180422,0.0,0.10204081632653061,0.0
Cheranmahadevi - ,0.05273069679849341,0.0,0.09386281588447654,0.006802721088435374,0.03598971722365039,0.026168224299065422,0.06278026905829596,0.0,0.053742802303262956,0.0,0.07142857142857142,0.0
Omanallur - ,0.0018832391713747645,0.0,0.0,0.003401360544217687,0.0,0.001869158878504673,0.002242152466367713,0.0,0.0019193857965451055,0.0,0.002551020408163265,0.0
Keelaseval -,0.003766478342749529,0.0,0.007220216606498195,0.0,0.005141388174807198,0.0,0.004484304932735426,0.0,0.0019193857965451055,0.0035587188612099642,0.00510204081632653,0.0
Vadakku Veeravanallur Part 1 - ,0.0018832391713747645,0.0,0.0036101083032490976,0.0,0.0,0.001869158878504673,0.002242152466367713,0.0,0.0019193857965451055,0.0,0.002551020408163265,0.0
Therkku Kallidaikurichi Part 2 - ,0.013182674199623353,0.0,0.02527075812274368,0.0,0.017994858611825194,0.0,0.01569506726457399,0.0,0.013435700575815739,0.0,0.017857142857142856,0.0
Therku Kallidaikurichi Part 1,0.02448210922787194,0.0,0.04693140794223827,0.0,0.033419023136246784,0.0,0.02914798206278027,0.0,0.02495201535508637,0.0,0.03316326530612245,0.0
Therkku Veeravanallur Part 2 - ,0.003766478342749529,0.0,0.007220216606498195,0.0,0.005141388174807198,0.0,0.004484304932735426,0.0,0.003838771593090211,0.0,0.00510204081632653,0.0
Ulagankulam,0.011299435028248588,0.0,0.021660649819494584,0.0,0.015424164524421594,0.0,0.013452914798206279,0.0,0.011516314779270634,0.0,0.015306122448979591,0.0
Kallidaikurichi Vadakku -,0.0018832391713747645,0.0,0.0,0.003401360544217687,0.0,0.001869158878504673,0.002242152466367713,0.0,0.0,0.0035587188612099642,0.002551020408163265,0.0
Vickramasingapuram Part 2,0.018832391713747645,0.0,0.036101083032490974,0.0,0.017994858611825194,0.005607476635514018,0.02242152466367713,0.0,0.019193857965451054,0.0,0.025510204081632654,0.0
Vickramasingapuram Part 1,0.05273069679849341,0.0,0.04693140794223827,0.05102040816326531,0.04884318766066838,0.016822429906542057,0.06053811659192825,0.0033444816053511705,0.053742802303262956,0.0,0.07142857142857142,0.0
Esanamadam,0.0018832391713747645,0.0,0.0036101083032490976,0.0,0.0,0.001869158878504673,0.002242152466367713,0.0,0.0019193857965451055,0.0,0.002551020408163265,0.0
Sivanthipuram (CT),0.0018832391713747645,0.0,0.0036101083032490976,0.0,0.002570694087403599,0.0,0.002242152466367713,0.0,0.0019193857965451055,0.0,0.002551020408163265,0.0
Ayansingampatti,0.18832391713747645,0.0,0.18050541516245489,0.17006802721088435,0.0,0.18691588785046728,0.2242152466367713,0.0,0.11900191938579655,0.13523131672597866,0.25255102040816324,0.001876172607879925
Pappankulam (South),0.2184557438794727,0.0,0.05776173285198556,0.3401360544217687,0.02570694087403599,0.19813084112149532,0.2600896860986547,0.0,0.15547024952015356,0.12455516014234876,0.29591836734693877,0.0
Brahmadesam,0.011299435028248588,0.0,0.010830324909747292,0.01020408163265306,0.002570694087403599,0.009345794392523364,0.013452914798206279,0.0,0.011516314779270634,0.0,0.015306122448979591,0.0
Mela Ambasamudram,0.007532956685499058,0.0,0.01444043321299639,0.0,0.007712082262210797,0.001869158878504673,0.008968609865470852,0.0,0.007677543186180422,0.0,0.01020408163265306,0.0
Sattupattu,0.009416195856873822,0.0,0.01444043321299639,0.003401360544217687,0.007712082262210797,0.003738317757009346,0.011210762331838564,0.0,0.009596928982725527,0.0,0.012755102040816327,0.0
Mannarkovil,0.054613935969868174,0.0,0.08303249097472924,0.02040816326530612,0.002570694087403599,0.052336448598130844,0.06502242152466367,0.0,0.05566218809980806,0.0,0.07397959183673469,0.0
Ayan Thiruvaleeswaram,0.009416195856873822,0.0,0.018050541516245487,0.0,0.0,0.009345794392523364,0.011210762331838564,0.0,0.009596928982725527,0.0,0.012755102040816327,0.0
Aladiyur Part 2,0.005649717514124294,0.0,0.010830324909747292,0.0,0.0,0.005607476635514018,0.006726457399103139,0.0,0.005758157389635317,0.0,0.007653061224489796,0.0
Ekambarapuram,0.009416195856873822,0.0,0.010830324909747292,0.006802721088435374,0.0,0.009345794392523364,0.011210762331838564,0.0,0.007677543186180422,0.0035587188612099642,0.012755102040816327,0.0
Adaiya Karungulam,0.0583804143126177,0.0,0.10469314079422383,0.006802721088435374,0.005141388174807198,0.05420560747663551,0.06950672645739911,0.0,0.046065259117082535,0.02491103202846975,0.07908163265306123,0.0
Keela Ambasamudram,0.05084745762711865,0.0,0.09025270758122744,0.006802721088435374,0.007712082262210797,0.044859813084112146,0.06053811659192825,0.0,0.05182341650671785,0.0,0.06887755102040816,0.0
Aladiyur Part 1,0.04896421845574388,0.0,0.05776173285198556,0.034013605442176874,0.005141388174807198,0.044859813084112146,0.05829596412556054,0.0,0.04798464491362764,0.0035587188612099642,0.0663265306122449,0.0
Kodarangulam,0.003766478342749529,0.0,0.007220216606498195,0.0,0.0,0.003738317757009346,0.004484304932735426,0.0,0.0019193857965451055,0.0035587188612099642,0.00510204081632653,0.0
Vagaikulam,0.009416195856873822,0.0,0.018050541516245487,0.0,0.0,0.009345794392523364,0.011210762331838564,0.0,0.009596928982725527,0.0,0.012755102040816327,0.0
Urkad,0.02448210922787194,0.0,0.036101083032490974,0.01020408163265306,0.002570694087403599,0.022429906542056073,0.02914798206278027,0.0,0.02495201535508637,0.0,0.03316326530612245,0.0
Keelmugam,0.015065913370998116,0.0,0.02888086642599278,0.0,0.017994858611825194,0.001869158878504673,0.017937219730941704,0.0,0.015355086372360844,0.0,0.02040816326530612,0.0
Vairavikulam,0.005649717514124294,0.0,0.010830324909747292,0.0,0.0,0.005607476635514018,0.006726457399103139,0.0,0.005758157389635317,0.0,0.007653061224489796,0.0
Vellanguli,0.003766478342749529,0.0,0.007220216606498195,0.0,0.0,0.003738317757009346,0.004484304932735426,0.0,0.003838771593090211,0.0,0.00510204081632653,0.0
Vellalapatti,0.022598870056497175,0.0,0.021660649819494584,0.02040816326530612,0.010282776349614395,0.014953271028037384,0.008968609865470852,0.026755852842809364,0.007677543186180422,0.028469750889679714,0.030612244897959183,0.0
THAVALAVEERAPPANPATTY,0.009416195856873822,0.0,0.007220216606498195,0.01020408163265306,0.012853470437017995,0.0,0.008968609865470852,0.0033444816053511705,0.007677543186180422,0.0035587188612099642,0.012755102040816327,0.0
Dhavalaveeranpatti,0.096045197740113,0.0,0.07220216606498195,0.1054421768707483,0.08740359897172237,0.03177570093457944,0.07623318385650224,0.056856187290969896,0.061420345489443376,0.06761565836298933,0.13010204081632654,0.0
MUHAVANUR (NORTH),0.04331450094161959,0.0,0.021660649819494584,0.05782312925170068,0.005141388174807198,0.03925233644859813,0.04708520179372197,0.006688963210702341,0.030710172744721688,0.02491103202846975,0.058673469387755105,0.0
MUHAVANUR ( SOUTH ),0.08097928436911488,0.0,0.05415162454873646,0.09523809523809523,0.030848329048843187,0.05794392523364486,0.06950672645739911,0.04013377926421405,0.03838771593090211,0.08185053380782918,0.1096938775510204,0.0
Nallampillai,0.09227871939736347,0.0,0.02888086642599278,0.13945578231292516,0.02570694087403599,0.07289719626168224,0.10986547085201794,0.0,0.053742802303262956,0.07473309608540925,0.12244897959183673,0.001876172607879925
Aniyappur,0.12994350282485875,0.0,0.061371841155234655,0.17687074829931973,0.05141388174807198,0.09158878504672897,0.1547085201793722,0.0,0.053742802303262956,0.14590747330960854,0.1760204081632653,0.0
Pudukottai,0.20527306967984935,0.0,0.11913357400722022,0.2585034013605442,0.10539845758354756,0.12710280373831775,0.24439461883408073,0.0,0.08445297504798464,0.2313167259786477,0.27040816326530615,0.005628517823639775
V.Periapatti,0.224105461393597,0.0,0.11913357400722022,0.2925170068027211,0.10282776349614396,0.14766355140186915,0.26681614349775784,0.0,0.04030710172744722,0.3487544483985765,0.05102040816326531,0.18574108818011256
Sekkanam,0.15819209039548024,0.0,0.05415162454873646,0.23469387755102042,0.028277634961439587,0.13644859813084112,0.1860986547085202,0.0033444816053511705,0.12092130518234165,0.07473309608540925,0.21428571428571427,0.0
Kumaravadi,0.1902071563088512,0.016260162601626018,0.08664259927797834,0.2687074829931973,0.08483290488431877,0.1308411214953271,0.10089686098654709,0.1939799331103679,0.11132437619961612,0.1601423487544484,0.2602040816326531,0.001876172607879925
Elamanam,0.011299435028248588,0.0,0.007220216606498195,0.013605442176870748,0.015424164524421594,0.0,0.013452914798206279,0.0,0.011516314779270634,0.0,0.015306122448979591,0.0
Vaiyampatti,0.011299435028248588,0.0,0.0,0.02040816326530612,0.002570694087403599,0.009345794392523364,0.013452914798206279,0.0,0.011516314779270634,0.0,0.015306122448979591,0.0
Ayanreddiapatti,0.018832391713747645,0.0,0.010830324909747292,0.023809523809523808,0.005141388174807198,0.014953271028037384,0.02242152466367713,0.0,0.019193857965451054,0.0,0.025510204081632654,0.0
INAM REDDIYAPATTY,0.0018832391713747645,0.0,0.0,0.003401360544217687,0.002570694087403599,0.0,0.002242152466367713,0.0,0.0019193857965451055,0.0,0.002551020408163265,0.0
Nadupatti,0.013182674199623353,0.0,0.018050541516245487,0.006802721088435374,0.017994858611825194,0.0,0.01569506726457399,0.0,0.013435700575815739,0.0,0.017857142857142856,0.0
Mookureddiapatti,0.013182674199623353,0.0,0.01444043321299639,0.01020408163265306,0.017994858611825194,0.0,0.01569506726457399,0.0,0.013435700575815739,0.0,0.017857142857142856,0.0
IYANREDIAPATTI,0.005649717514124294,0.0,0.0036101083032490976,0.006802721088435374,0.007712082262210797,0.0,0.006726457399103139,0.0,0.005758157389635317,0.0,0.007653061224489796,0.0
Inam Pudur,0.007532956685499058,0.0,0.007220216606498195,0.006802721088435374,0.010282776349614395,0.0,0.008968609865470852,0.0,0.007677543186180422,0.0,0.01020408163265306,0.0
Vaiyamalaipalayam,0.0018832391713747645,0.0,0.0036101083032490976,0.0,0.002570694087403599,0.0,0.002242152466367713,0.0,0.0,0.0035587188612099642,0.002551020408163265,0.0
Ponnambalapatti,0.02071563088512241,0.0,0.010830324909747292,0.027210884353741496,0.015424164524421594,0.009345794392523364,0.02242152466367713,0.0033444816053511705,0.019193857965451054,0.0035587188612099642,0.02806122448979592,0.0
PALAYAKOTTAI,0.007532956685499058,0.0,0.007220216606498195,0.006802721088435374,0.010282776349614395,0.0,0.008968609865470852,0.0,0.007677543186180422,0.0,0.01020408163265306,0.0
Eragudi North,0.015065913370998116,0.0,0.02888086642599278,0.0,0.02056555269922879,0.0,0.017937219730941704,0.0,0.015355086372360844,0.0,0.02040816326530612,0.0
Sirunavalur,0.0847457627118644,0.0,0.1624548736462094,0.0,0.11568123393316196,0.0,0.10089686098654709,0.0,0.08637236084452975,0.0,0.11479591836734694,0.0
Eragudi North,0.04896421845574388,0.0,0.04693140794223827,0.04421768707482993,0.06683804627249357,0.0,0.05829596412556054,0.0,0.04990403071017274,0.0,0.0663265306122449,0.0
Sirunavalur,0.160075329566855,0.0,0.15162454873646208,0.14625850340136054,0.2185089974293059,0.0,0.1860986547085202,0.006688963210702341,0.16314779270633398,0.0,0.21683673469387754,0.0
Venkatachalapuram ,0.2580037664783427,0.0,0.24548736462093862,0.23469387755102042,0.35218508997429304,0.0,0.24663677130044842,0.0903010033444816,0.2629558541266795,0.0,0.3494897959183674,0.0
Koppampatti,0.1544256120527307,0.0,0.1444043321299639,0.14285714285714285,0.21079691516709512,0.0,0.16591928251121077,0.026755852842809364,0.15738963531669867,0.0,0.20918367346938777,0.0
Alagapuri,0.192090395480226,0.0,0.16606498194945848,0.19387755102040816,0.2647814910025707,0.0,0.11434977578475336,0.17391304347826086,0.19769673704414586,0.0,0.2627551020408163,0.0
Pachaperumal patti South,0.0583804143126177,0.0,0.05776173285198556,0.05102040816326531,0.07969151670951156,0.0,0.02914798206278027,0.06020066889632107,0.05950095969289827,0.0,0.07908163265306123,0.0
Vairichettipalayam,0.11864406779661017,0.0,0.10469314079422383,0.11564625850340136,0.16195372750642673,0.0,0.13004484304932734,0.016722408026755852,0.12092130518234165,0.0,0.16071428571428573,0.0
Koppamapuri,0.0583804143126177,0.0,0.05415162454873646,0.05442176870748299,0.07969151670951156,0.0,0.06950672645739911,0.0,0.05950095969289827,0.0,0.07908163265306123,0.0
Vairichettipalayam R.F.,0.096045197740113,0.0,0.07581227436823104,0.10204081632653061,0.13110539845758354,0.0,0.10986547085201794,0.006688963210702341,0.09788867562380038,0.0,0.13010204081632654,0.0
Talugai,0.04143126177024482,0.0,0.036101083032490974,0.04081632653061224,0.056555269922879174,0.0,0.04484304932735426,0.006688963210702341,0.04222648752399232,0.0,0.05612244897959184,0.0
Alathudaiyanpatti,0.022598870056497175,0.0,0.02527075812274368,0.017006802721088437,0.030848329048843187,0.0,0.026905829596412557,0.0,0.023032629558541268,0.0,0.030612244897959183,0.0
Eragudi South,0.035781544256120526,0.0,0.036101083032490974,0.030612244897959183,0.04884318766066838,0.0,0.04035874439461883,0.0033444816053511705,0.036468330134357005,0.0,0.04846938775510204,0.0
Uppiliapuram South,0.03954802259887006,0.0,0.032490974729241874,0.04081632653061224,0.05398457583547558,0.0,0.013452914798206279,0.05016722408026756,0.04030710172744722,0.0,0.05357142857142857,0.0
BALAKRISHNAMPATTI EAST -,0.04896421845574388,0.0,0.04693140794223827,0.04421768707482993,0.06683804627249357,0.0,0.02914798206278027,0.043478260869565216,0.04990403071017274,0.0,0.0663265306122449,0.0
Kottapalayam (West),0.009416195856873822,0.0,0.010830324909747292,0.006802721088435374,0.012853470437017995,0.0,0.011210762331838564,0.0,0.009596928982725527,0.0,0.012755102040816327,0.0
KALLATHUKOMBAI - ,0.007532956685499058,0.0,0.0036101083032490976,0.01020408163265306,0.010282776349614395,0.0,0.008968609865470852,0.0,0.007677543186180422,0.0,0.01020408163265306,0.0
Kottapalayam (East),0.02824858757062147,0.0,0.02527075812274368,0.027210884353741496,0.038560411311053984,0.0,0.02914798206278027,0.006688963210702341,0.028790786948176585,0.0,0.03826530612244898,0.0
BALAKRISHNAMPATTY WEST  - 933098,0.12994350282485875,0.0,0.10830324909747292,0.1326530612244898,0.17737789203084833,0.0,0.12331838565022421,0.046822742474916385,0.1324376199616123,0.0,0.1760204081632653,0.0
Karapudaiyampatti,0.03954802259887006,0.0,0.04332129963898917,0.030612244897959183,0.05141388174807198,0.001869158878504673,0.04484304932735426,0.0033444816053511705,0.04030710172744722,0.0,0.05357142857142857,0.0
Rudrakshakombai,0.0018832391713747645,0.0,0.0036101083032490976,0.0,0.002570694087403599,0.0,0.002242152466367713,0.0,0.0019193857965451055,0.0,0.002551020408163265,0.0
Pachaperumalpatti North,0.005649717514124294,0.0,0.0036101083032490976,0.006802721088435374,0.007712082262210797,0.0,0.006726457399103139,0.0,0.005758157389635317,0.0,0.007653061224489796,0.0
Puliyansolaikombai,0.003766478342749529,0.0,0.0036101083032490976,0.003401360544217687,0.005141388174807198,0.0,0.002242152466367713,0.0033444816053511705,0.003838771593090211,0.0,0.00510204081632653,0.0
Sengampatti kombai Bit II,0.0018832391713747645,0.0,0.0036101083032490976,0.0,0.002570694087403599,0.0,0.002242152466367713,0.0,0.0019193857965451055,0.0,0.002551020408163265,0.0
PONKALAYAKOMBAI,0.003766478342749529,0.0,0.0036101083032490976,0.003401360544217687,0.005141388174807198,0.0,0.004484304932735426,0.0,0.003838771593090211,0.0,0.00510204081632653,0.0
NALLAMATHI KOMBAI - ,0.003766478342749529,0.0,0.007220216606498195,0.0,0.005141388174807198,0.0,0.004484304932735426,0.0,0.003838771593090211,0.0,0.00510204081632653,0.0
Osarapalli,0.030131826741996232,0.0,0.021660649819494584,0.034013605442176874,0.04113110539845758,0.0,0.026905829596412557,0.013377926421404682,0.030710172744721688,0.0,0.04081632653061224,0.0
Thenparanadu,0.0018832391713747645,0.0,0.0,0.003401360544217687,0.002570694087403599,0.0,0.0,0.0033444816053511705,0.0019193857965451055,0.0,0.002551020408163265,0.0
Sobanapuram,0.015065913370998116,0.0,0.01444043321299639,0.013605442176870748,0.02056555269922879,0.0,0.017937219730941704,0.0,0.015355086372360844,0.0,0.02040816326530612,0.0
Senappanallur,0.1958568738229755,0.0,0.18772563176895307,0.17346938775510204,0.26735218508997427,0.0,0.10538116591928251,0.19063545150501673,0.19961612284069097,0.0,0.2653061224489796,0.0
Kollapatti,0.1902071563088512,0.0,0.21660649819494585,0.14285714285714285,0.2622107969151671,0.0,0.0515695067264574,0.26421404682274247,0.19577735124760076,0.0,0.2602040816326531,0.0
Sikkathambur North,0.08851224105461393,0.0,0.07942238267148015,0.08843537414965986,0.12339331619537275,0.0,0.09865470852017937,0.013377926421404682,0.09213051823416507,0.0,0.12244897959183673,0.0
Sikkathambur South,0.10922787193973635,0.0,0.09747292418772563,0.1054421768707483,0.14910025706940874,0.0,0.13004484304932734,0.0,0.11132437619961612,0.0,0.14795918367346939,0.0
Visalakshiammal Samudram,0.2448210922787194,0.0,0.2490974729241877,0.20748299319727892,0.3341902313624679,0.0,0.2825112107623318,0.013377926421404682,0.2495201535508637,0.0,0.33163265306122447,0.0
Singalandapuram,0.21657250470809794,0.0,0.21299638989169675,0.19387755102040816,0.2982005141388175,0.0,0.2600896860986547,0.0,0.22264875239923224,0.0,0.29591836734693877,0.0
Nagalapuram,0.18832391713747645,0.0,0.16606498194945848,0.1870748299319728,0.2596401028277635,0.0,0.09865470852017937,0.19063545150501673,0.1746641074856046,0.03558718861209965,0.2576530612244898,0.0
Muthiampalayam,0.1902071563088512,0.0,0.1552346570397112,0.19727891156462585,0.2596401028277635,0.0,0.2242152466367713,0.0033444816053511705,0.19385796545105566,0.0,0.2576530612244898,0.0
Ammapatti,0.0018832391713747645,0.0,0.0036101083032490976,0.0,0.002570694087403599,0.0,0.002242152466367713,0.0,0.0019193857965451055,0.0,0.002551020408163265,0.0
SIRUNATHAM,0.009416195856873822,0.0,0.010830324909747292,0.006802721088435374,0.012853470437017995,0.0,0.004484304932735426,0.010033444816053512,0.009596928982725527,0.0,0.012755102040816327,0.0
Kalingamudayanpatti,0.007532956685499058,0.0,0.010830324909747292,0.003401360544217687,0.010282776349614395,0.0,0.008968609865470852,0.0,0.007677543186180422,0.0,0.01020408163265306,0.0
Kottaiyur,0.005649717514124294,0.0,0.007220216606498195,0.003401360544217687,0.007712082262210797,0.0,0.006726457399103139,0.0,0.005758157389635317,0.0,0.007653061224489796,0.0
Veeramachanpatti,0.04519774011299435,0.0,0.05054151624548736,0.034013605442176874,0.061696658097686374,0.0,0.053811659192825115,0.0,0.046065259117082535,0.0,0.061224489795918366,0.0
Vengadathanur,0.003766478342749529,0.0,0.0036101083032490976,0.003401360544217687,0.005141388174807198,0.0,0.004484304932735426,0.0,0.003838771593090211,0.0,0.00510204081632653,0.0
Kombai,0.005649717514124294,0.0,0.0036101083032490976,0.006802721088435374,0.007712082262210797,0.0,0.006726457399103139,0.0,0.005758157389635317,0.0,0.007653061224489796,0.0
Sengattupatti,0.003766478342749529,0.0,0.007220216606498195,0.0,0.005141388174807198,0.0,0.004484304932735426,0.0,0.003838771593090211,0.0,0.00510204081632653,0.0
Vannadu,0.018832391713747645,0.0,0.01444043321299639,0.02040816326530612,0.02570694087403599,0.0,0.02242152466367713,0.0,0.019193857965451054,0.0,0.025510204081632654,0.0
Maruvathur,0.009416195856873822,0.0,0.010830324909747292,0.006802721088435374,0.012853470437017995,0.0,0.011210762331838564,0.0,0.009596928982725527,0.0,0.012755102040816327,0.0
T. Renganathapuram,0.011299435028248588,0.0,0.010830324909747292,0.01020408163265306,0.015424164524421594,0.0,0.006726457399103139,0.010033444816053512,0.011516314779270634,0.0,0.015306122448979591,0.0
Murugur,0.013182674199623353,0.0,0.01444043321299639,0.01020408163265306,0.017994858611825194,0.0,0.006726457399103139,0.013377926421404682,0.013435700575815739,0.0,0.017857142857142856,0.0
Pagalavadi,0.005649717514124294,0.0,0.0036101083032490976,0.006802721088435374,0.007712082262210797,0.0,0.006726457399103139,0.0,0.005758157389635317,0.0,0.007653061224489796,0.0
Keerambur,0.003766478342749529,0.0,0.0036101083032490976,0.003401360544217687,0.005141388174807198,0.0,0.004484304932735426,0.0,0.003838771593090211,0.0,0.00510204081632653,0.0
Kannanur,0.013182674199623353,0.0,0.007220216606498195,0.017006802721088437,0.017994858611825194,0.0,0.01569506726457399,0.0,0.013435700575815739,0.0,0.017857142857142856,0.0
Vadakkuveli,0.005649717514124294,0.0,0.007220216606498195,0.003401360544217687,0.007712082262210797,0.0,0.006726457399103139,0.0,0.005758157389635317,0.0,0.007653061224489796,0.0
Adanur,0.003766478342749529,0.0,0.0036101083032490976,0.003401360544217687,0.005141388174807198,0.0,0.004484304932735426,0.0,0.003838771593090211,0.0,0.00510204081632653,0.0
Arasalur,0.3352165725047081,0.016260162601626018,0.15162454873646208,0.46938775510204084,0.20565552699228792,0.18691588785046728,0.2062780269058296,0.29431438127090304,0.32437619961612285,0.03558718861209965,0.45408163265306123,0.00375234521575985
